,Parameter,Median,CI,CI_low,CI_high,Direction,Significance,Large,mod
1219,b_nslatitudinal_eingevectordfEQ33,0.0415258,0.95,0.007456479,0.07539952,0.99175,0.98825,0.9575,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
919,b_Intercept,50.52365,0.95,10.9953075,89.8252175,0.993166666666667,0.993,0.992166666666667,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
819,b_Forest_patch_area,-8.55143e-05,0.95,-0.0008505366,0.00065819615,0.585166666666667,0,0,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
719,b_Forest_coverage_2007,-1.55107,0.95,-3.132754,0.071401442499999,0.969833333333333,0.955,0.7555,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
319,b_bio2,-1.21566,0.95,-2.608295,0.157687175,0.958583333333333,0.935166666666667,0.638333333333333,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
419,b_bio6,-1.442435,0.95,-2.93953975,0.0516050149999992,0.970083333333333,0.952583333333333,0.73325,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
519,b_bio7,-0.675289,0.95,-2.31477025,0.970821825,0.788333333333333,0.729666666666667,0.364583333333333,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
175,b_bio15,-0.0266124,0.95,-0.149650825,0.0948243075,0.6655,0.0158333333333333,0,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
219,b_bio17,-0.007379455,0.95,-0.015729005,0.0009323803,0.958416666666667,0,0,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
619,b_elevation,-0.001542155,0.95,-0.00940311475,0.00635690125,0.64925,0,0,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
1619,b_sampling_effort,-1.397295,0.95,-3.2306895,0.50557415,0.92675,0.90175,0.666166666666667,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
1319,b_nslongitudinal_eingevectordfEQ31,-3.393725,0.95,-6.7674155,-0.0747852925000008,0.977416666666667,0.972166666666667,0.923583333333333,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
1419,b_nslongitudinal_eingevectordfEQ32,-5.1026,0.95,-10.3118025,0.1303216,0.972,0.968166666666667,0.93825,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
1519,b_nslongitudinal_eingevectordfEQ33,-0.3446905,0.95,-4.39721775,3.74705625,0.565583333333333,0.534333333333333,0.379583333333333,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
1019,b_nslatitudinal_eingevectordfEQ31,-2.978565,0.95,-4.70651525,-1.25497775,0.99975,0.999166666666667,0.9895,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
1122,b_nslatitudinal_eingevectordfEQ32,2.68392,0.95,-3.5367085,8.87502,0.795833333333333,0.782916666666667,0.70125,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
1220,b_nslatitudinal_eingevectordfEQ33,3.791285,0.95,1.04872075,6.492537,0.996916666666667,0.995583333333333,0.977583333333333,mod_levdata_2.5a_thresholmin_and_sesam_Rich_ratio_splines
920,b_Intercept,0.2231405,0.95,-1.93492875,2.44412425,0.58275,0.57975,0.5675,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
820,b_Forest_patch_area,-1.66507e-06,0.95,-1.52214425e-05,1.2118785e-05,0.59625,0,0,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
720,b_Forest_coverage_2007,-0.2995445,0.95,-0.415989225,-0.18531215,1,1,1,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
320,b_bio2,-0.0577848,0.95,-0.11256935,-0.00153094150000005,0.977333333333333,0.964666666666667,0.7965,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
420,b_bio6,0.01924185,0.95,-0.0680475525,0.1011462,0.671083333333333,0.62175,0.359166666666667,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
520,b_bio7,0.06024245,0.95,-0.0198716425,0.1373032,0.929833333333333,0.908666666666667,0.741916666666667,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
176,b_bio15,0.001797415,0.95,-0.00399516174999999,0.00771437925,0.729333333333333,0.095,0,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
220,b_bio17,5.257765e-05,0.95,-0.0005257,0.000622893,0.571583333333333,0,0,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
620,b_elevation,0.000275498,0.95,-0.0001686597,0.000693318525,0.888666666666667,0,0,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
1620,b_sampling_effort,-0.6116045,0.95,-0.8239053,-0.399801025,1,1,1,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
1320,b_nslongitudinal_eingevectordfEQ31,-0.195833,0.95,-0.385856675,-0.00434616950000001,0.97725,0.9745,0.951916666666667,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
1420,b_nslongitudinal_eingevectordfEQ32,0.09725935,0.95,-0.176488625,0.375499825,0.754,0.73925,0.674583333333333,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
1520,b_nslongitudinal_eingevectordfEQ33,0.1075825,0.95,-0.165505725,0.38225985,0.779,0.766833333333333,0.7015,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
1020,b_nslatitudinal_eingevectordfEQ31,-0.2101345,0.95,-0.28300875,-0.1385513,1,1,1,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
1123,b_nslatitudinal_eingevectordfEQ32,-0.5033305,0.95,-0.71787595,-0.28140365,1,1,0.999916666666667,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
1221,b_nslatitudinal_eingevectordfEQ33,0.04659465,0.95,-0.060604275,0.15901385,0.802333333333333,0.771,0.589166666666667,"mod_levdata_30a_only_threshold_min_BetaDiv_jac_splines
"
921,b_Intercept,126.8255,0.95,33.879025,216.4303,0.996666666666667,0.996666666666667,0.9965,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
821,b_Forest_patch_area,0.0002031945,0.95,-0.000689832125,0.0010952015,0.674416666666667,0,0,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
721,b_Forest_coverage_2007,-7.28364,0.95,-13.9678225,-0.724831025000004,0.984166666666667,0.98225,0.96725,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
321,b_bio2,0.8772825,0.95,-2.50688825,4.141559,0.702,0.660833333333333,0.442916666666667,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
421,b_bio6,-4.988195,0.95,-8.597053,-1.202144,0.994333333333333,0.99225,0.976833333333333,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
521,b_bio7,-2.63016,0.95,-6.1884115,0.9931357,0.920333333333333,0.9035,0.792583333333333,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
177,b_bio15,-0.215213,0.95,-0.545477725,0.1279597,0.890416666666667,0.564,0,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
221,b_bio17,-0.020067,0.95,-0.05049184,0.00998915374999999,0.90175,0,0,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
621,b_elevation,-0.01953705,0.95,-0.0380071525,-1.68709347500033e-06,0.975083333333333,0,0,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
1621,b_sampling_effort,-11.2529,0.95,-22.7869275,0.0191618974999984,0.97475,0.971916666666667,0.96025,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
1321,b_nslongitudinal_eingevectordfEQ31,-13.78995,0.95,-21.7866075,-5.6146985,0.999833333333333,0.999833333333333,0.999,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
1421,b_nslongitudinal_eingevectordfEQ32,-8.063475,0.95,-18.7292075,2.76605425,0.928916666666667,0.923333333333333,0.895583333333333,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
1521,b_nslongitudinal_eingevectordfEQ33,2.191765,0.95,-9.0351825,13.390905,0.647583333333333,0.63675,0.573833333333333,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
1021,b_nslatitudinal_eingevectordfEQ31,-0.346742,0.95,-4.3589175,3.45821225,0.571416666666667,0.532,0.3485,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
1124,b_nslatitudinal_eingevectordfEQ32,-4.65166,0.95,-15.6198775,5.89425175,0.800583333333333,0.791666666666667,0.738333333333333,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
1222,b_nslatitudinal_eingevectordfEQ33,9.53587,0.95,3.74032425,15.255845,0.99925,0.999083333333333,0.997583333333333,"mod_levdata_30a_only_threshold_min_Rich_ratio_splines

"
922,b_Intercept,0.300211,0.95,-2.02868275,2.58439025,0.604,0.6025,0.594333333333333,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
822,b_Forest_patch_area,1.21202e-06,0.95,-1.26694125e-05,1.50009875e-05,0.568583333333333,0,0,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
722,b_Forest_coverage_2007,-0.3043945,0.95,-0.418680925,-0.185782725,1,1,1,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
322,b_bio2,-0.0611812,0.95,-0.120292875,-0.00437144475000002,0.98225,0.974,0.860833333333333,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
422,b_bio6,0.004466975,0.95,-0.083336325,0.0948837675,0.542166666666667,0.49575,0.28975,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
522,b_bio7,0.05898915,0.95,-0.02261455,0.142620525,0.923583333333333,0.906166666666667,0.758083333333333,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
178,b_bio15,0.0005401695,0.95,-0.00538785025,0.0066481545,0.569833333333333,0.07225,0,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
222,b_bio17,0.0002566345,0.95,-0.000331975925,0.00084080705,0.810416666666667,0,0,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
622,b_elevation,0.0001862395,0.95,-0.000262836475,0.000644668125,0.7935,0,0,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
1622,b_sampling_effort,-0.4814005,0.95,-0.699233525,-0.26400605,1,1,1,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
1322,b_nslongitudinal_eingevectordfEQ31,-0.1180675,0.95,-0.3165702,0.0803221799999999,0.876333333333333,0.868166666666667,0.809166666666667,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
1422,b_nslongitudinal_eingevectordfEQ32,0.190467,0.95,-0.100705625,0.4751307,0.904083333333333,0.898666666666667,0.8645,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
1522,b_nslongitudinal_eingevectordfEQ33,0.1832095,0.95,-0.0999727075,0.463049025,0.89525,0.889083333333333,0.85225,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
1022,b_nslatitudinal_eingevectordfEQ31,-0.1805885,0.95,-0.256659075,-0.10608495,1,1,1,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
1125,b_nslatitudinal_eingevectordfEQ32,-0.455058,0.95,-0.68743985,-0.22972765,1,1,0.999916666666667,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
1223,b_nslatitudinal_eingevectordfEQ33,0.06897345,0.95,-0.046387355,0.181376675,0.880583333333333,0.86425,0.748,"mod_levdata_30a_only_threshold10_BetaDiv_jac_splines


"
923,b_Intercept,104.4465,0.95,27.106315,182.20885,0.995833333333333,0.995833333333333,0.9955,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
823,b_Forest_patch_area,0.000120945,0.95,-0.000555403675,0.00077579805,0.6325,0,0,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
723,b_Forest_coverage_2007,-4.71414,0.95,-9.875846,0.443310174999997,0.963083333333333,0.959166666666667,0.926416666666667,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
323,b_bio2,0.56761,0.95,-1.938397,3.07832275,0.666,0.63,0.425833333333333,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
423,b_bio6,-3.99735,0.95,-7.169984,-0.882318575,0.99425,0.992,0.977166666666667,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
523,b_bio7,-2.249395,0.95,-5.19167525,0.706967774999999,0.9315,0.919166666666667,0.828666666666667,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
179,b_bio15,-0.1556405,0.95,-0.42497185,0.10646685,0.879916666666667,0.553916666666667,0,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
223,b_bio17,-0.01547695,0.95,-0.039366615,0.008261705,0.899166666666667,0,0,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
623,b_elevation,-0.0162889,0.95,-0.032337725,-0.00033731435,0.977,0,0,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
1623,b_sampling_effort,-7.598165,0.95,-16.97172,1.529912,0.95025,0.946,0.92875,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
1323,b_nslongitudinal_eingevectordfEQ31,-10.6632,0.95,-17.5525625,-3.90351475,0.998833333333333,0.99875,0.997333333333333,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
1423,b_nslongitudinal_eingevectordfEQ32,-5.735995,0.95,-15.3420725,3.4924215,0.890833333333333,0.88575,0.855416666666667,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
1523,b_nslongitudinal_eingevectordfEQ33,0.884612,0.95,-8.98654925,10.628725,0.570583333333333,0.561833333333333,0.50525,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
1023,b_nslatitudinal_eingevectordfEQ31,-0.704634,0.95,-3.8731875,2.421561,0.666833333333333,0.63675,0.470166666666667,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
1126,b_nslatitudinal_eingevectordfEQ32,-4.739045,0.95,-13.784705,3.94146424999999,0.8535,0.847583333333333,0.808333333333333,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
1224,b_nslatitudinal_eingevectordfEQ33,6.604955,0.95,1.929382,11.170955,0.997583333333333,0.99725,0.9925,"mod_levdata_30a_only_threshold10_Rich_ratio_splines
"
924,b_Intercept,0.625465,0.95,-1.78769275,3.0289055,0.7025,0.701583333333333,0.696,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
824,b_Forest_patch_area,4.63934e-06,0.95,-9.68074525e-06,1.901538e-05,0.732666666666667,0,0,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
724,b_Forest_coverage_2007,-0.342286,0.95,-0.46121685,-0.223291225,1,1,1,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
324,b_bio2,-0.05783705,0.95,-0.1160666,0.00308836324999997,0.969166666666667,0.95975,0.84025,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
424,b_bio6,-0.00462219,0.95,-0.0967382525,0.0885232899999999,0.541,0.49925,0.300166666666667,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
524,b_bio7,0.0439413,0.95,-0.0425275625,0.129215075,0.845333333333333,0.8165,0.6465,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
180,b_bio15,0.00181691,0.95,-0.00438827875,0.008000437,0.710666666666667,0.180166666666667,0,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
224,b_bio17,0.0001197495,0.95,-0.00051570555,0.0007608836,0.646166666666667,0,0,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
624,b_elevation,0.000145912,0.95,-0.0003240682,0.000616855775,0.7375,0,0,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
1624,b_sampling_effort,-0.3522525,0.95,-0.57788865,-0.1308172,0.998916666666667,0.99875,0.997583333333333,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
1324,b_nslongitudinal_eingevectordfEQ31,-0.108235,0.95,-0.316809275,0.1056808,0.84025,0.830416666666667,0.771333333333333,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
1424,b_nslongitudinal_eingevectordfEQ32,0.1135745,0.95,-0.18833895,0.422771575,0.773416666666667,0.762916666666667,0.7105,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
1524,b_nslongitudinal_eingevectordfEQ33,0.1022225,0.95,-0.199187325,0.407411025,0.747,0.736166666666667,0.68375,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
1024,b_nslatitudinal_eingevectordfEQ31,-0.1534665,0.95,-0.231311525,-0.0745179625,0.999833333333333,0.999833333333333,0.999,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
1127,b_nslatitudinal_eingevectordfEQ32,-0.4439215,0.95,-0.680335,-0.2042359,0.999666666666667,0.999666666666667,0.999666666666667,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
1225,b_nslatitudinal_eingevectordfEQ33,0.05472225,0.95,-0.06400402,0.17264305,0.822083333333333,0.802666666666667,0.680166666666667,"mod_levdata_30a_sesam_only_BetaDiv_jac_splines

"
925,b_Intercept,80.1336,0.95,9.08016900000004,149.356025,0.985166666666667,0.985166666666667,0.9845,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
825,b_Forest_patch_area,9.572305e-05,0.95,-0.00047993355,0.0006450371,0.629583333333333,0,0,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
725,b_Forest_coverage_2007,-3.97312,0.95,-8.343948,0.359448,0.962916666666667,0.958916666666667,0.933083333333333,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
325,b_bio2,0.3193925,0.95,-1.8255115,2.456828,0.618666666666667,0.580916666666667,0.379,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
425,b_bio6,-3.120305,0.95,-5.8367945,-0.28879595,0.9845,0.981333333333333,0.956,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
525,b_bio7,-1.640275,0.95,-4.23030825,1.05822675,0.887583333333333,0.870833333333333,0.769416666666667,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
181,b_bio15,-0.07832835,0.95,-0.29869145,0.1396561,0.75925,0.39125,0,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
225,b_bio17,-0.0118439,0.95,-0.0326155075,0.0084879445,0.871916666666667,0,0,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
625,b_elevation,-0.0122046,0.95,-0.02620576,0.002392257,0.951333333333333,0,0,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
1625,b_sampling_effort,-5.90656,0.95,-13.7206175,1.78485424999999,0.931666666666667,0.927666666666667,0.908166666666667,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
1325,b_nslongitudinal_eingevectordfEQ31,-8.783815,0.95,-14.9923125,-2.56815225,0.996916666666667,0.996416666666667,0.99375,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
1425,b_nslongitudinal_eingevectordfEQ32,-4.5752,0.95,-13.10196,3.94873,0.849333333333333,0.842583333333333,0.812,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
1525,b_nslongitudinal_eingevectordfEQ33,0.906918,0.95,-7.82179375,9.6068645,0.576583333333333,0.565833333333333,0.519583333333333,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
1025,b_nslatitudinal_eingevectordfEQ31,-0.8015225,0.95,-3.4790685,1.76624875,0.730166666666667,0.7025,0.54775,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
1128,b_nslatitudinal_eingevectordfEQ32,-4.94639,0.95,-12.6959375,2.574679,0.903,0.89825,0.869333333333333,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
1226,b_nslatitudinal_eingevectordfEQ33,5.014985,0.95,1.0727795,8.858485,0.993833333333333,0.992583333333333,0.98525,"mod_levdata_30a_sesam_only_Rich_ratio_splines


"
926,b_Intercept,1.004935,0.95,-1.26952125,3.3327325,0.812666666666667,0.81225,0.80625,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
826,b_Forest_patch_area,5.64461e-06,0.95,-8.395739e-06,1.95002375e-05,0.784083333333333,0,0,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
726,b_Forest_coverage_2007,-0.3483035,0.95,-0.463884275,-0.230461075,1,1,1,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
326,b_bio2,-0.04517095,0.95,-0.1014368,0.0123065575,0.938083333333333,0.916916666666667,0.733166666666667,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
426,b_bio6,-0.021193,0.95,-0.1088905,0.0672073374999999,0.682083333333333,0.6465,0.449833333333333,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
526,b_bio7,0.0274098,0.95,-0.0546798075,0.107975,0.748583333333333,0.713666666666667,0.50575,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
182,b_bio15,0.0005497125,0.95,-0.00542657775,0.00645220425,0.57425,0.0926666666666667,0,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
226,b_bio17,9.94318e-05,0.95,-0.000495379525,0.000691809475,0.629416666666667,0,0,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
626,b_elevation,6.375125e-05,0.95,-0.000389397475,0.000512034075,0.615833333333333,0,0,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
1626,b_sampling_effort,-0.3252985,0.95,-0.541791125,-0.106986975,0.998,0.99775,0.996166666666667,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
1326,b_nslongitudinal_eingevectordfEQ31,-0.09615825,0.95,-0.294747975,0.103936075,0.8275,0.81575,0.75025,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
1426,b_nslongitudinal_eingevectordfEQ32,0.1044405,0.95,-0.185839875,0.398787175,0.767,0.757083333333333,0.704666666666667,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
1526,b_nslongitudinal_eingevectordfEQ33,0.1239785,0.95,-0.15448265,0.417238525,0.803083333333333,0.796,0.75,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
1026,b_nslatitudinal_eingevectordfEQ31,-0.122974,0.95,-0.19766555,-0.0477010875,0.99925,0.998833333333333,0.994583333333333,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
1129,b_nslatitudinal_eingevectordfEQ32,-0.395568,0.95,-0.62042885,-0.1632871,0.9995,0.999333333333333,0.999083333333333,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
1227,b_nslatitudinal_eingevectordfEQ33,0.0783114,0.95,-0.032393885,0.1932677,0.915833333333333,0.900916666666667,0.823666666666667,"mod_levdata_30a_threshold10_and_sesam_BetaDiv_jac_splines



"
927,b_Intercept,68.5903,0.95,3.80306875000001,134.5855,0.981833333333333,0.981833333333333,0.981333333333333,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
827,b_Forest_patch_area,8.529545e-05,0.95,-0.0004084553,0.0005764524,0.633333333333333,0,0,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
727,b_Forest_coverage_2007,-3.49783,0.95,-7.30994675,0.566328674999997,0.955083333333333,0.951333333333333,0.926,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
327,b_bio2,0.1866085,0.95,-1.75140125,2.17437,0.577333333333333,0.5375,0.342833333333333,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
427,b_bio6,-2.640845,0.95,-5.24399875,-0.0692780100000016,0.977916666666667,0.973416666666667,0.94075,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
527,b_bio7,-1.357845,0.95,-3.862649,1.041049,0.86225,0.845083333333333,0.731583333333333,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
183,b_bio15,-0.06165975,0.95,-0.2605196,0.139740025,0.733166666666667,0.355666666666667,0,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
227,b_bio17,-0.0101805,0.95,-0.028740795,0.00812648724999998,0.857166666666667,0,0,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
627,b_elevation,-0.01018425,0.95,-0.0235039425,0.0029851595,0.935083333333333,0,0,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
1627,b_sampling_effort,-4.925955,0.95,-12.0442,2.18940675,0.910833333333333,0.906666666666667,0.88225,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
1327,b_nslongitudinal_eingevectordfEQ31,-7.61362,0.95,-13.104225,-2.05807425,0.996,0.995583333333333,0.992833333333333,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
1427,b_nslongitudinal_eingevectordfEQ32,-3.594565,0.95,-11.5155325,4.22019075,0.810583333333333,0.804416666666667,0.77025,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
1527,b_nslongitudinal_eingevectordfEQ33,1.05872,0.95,-7.064768,9.299968,0.602916666666667,0.593083333333333,0.547916666666667,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
1027,b_nslatitudinal_eingevectordfEQ31,-0.881579,0.95,-3.430171,1.537421,0.756,0.729666666666667,0.588416666666667,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
1130,b_nslatitudinal_eingevectordfEQ32,-5.033005,0.95,-12.38719,1.9013525,0.92275,0.917666666666667,0.894666666666667,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
1228,b_nslatitudinal_eingevectordfEQ33,4.190375,0.95,0.41688765,7.83412375,0.986333333333333,0.983916666666667,0.96875,"mod_levdata_30a_threshold10_and_sesam_Rich_ratio_splines




"
928,b_Intercept,0.5837865,0.95,-1.7959925,2.9628525,0.686333333333333,0.685083333333333,0.677583333333333,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
828,b_Forest_patch_area,4.552935e-06,0.95,-9.89195175e-06,1.9795235e-05,0.72825,0,0,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
728,b_Forest_coverage_2007,-0.336942,0.95,-0.45695365,-0.214736875,1,1,1,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
328,b_bio2,-0.0598719,0.95,-0.11895585,-0.00058290585000004,0.975916666666667,0.966833333333333,0.851083333333333,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
428,b_bio6,-0.003488285,0.95,-0.0950178625,0.0874510175,0.529416666666667,0.49025,0.291416666666667,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
528,b_bio7,0.04689445,0.95,-0.0363024525,0.132191425,0.861416666666667,0.839,0.66725,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
184,b_bio15,0.0014331,0.95,-0.004710958,0.00767191025,0.673333333333333,0.149833333333333,0,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
228,b_bio17,0.0001303625,0.95,-0.000493515225,0.0007655662,0.65975,0,0,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
628,b_elevation,0.0001549295,0.95,-0.000314041725,0.00061724745,0.744583333333333,0,0,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1628,b_sampling_effort,-0.3560615,0.95,-0.5819338,-0.125378775,0.998583333333333,0.998166666666667,0.996916666666667,"mod_levdata_30a_thresholmin_and_sesam_BetaDiv_jac_splines
"
